Id,Label,timeset,city,country,name,latitude,longitude,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,componentnumber,strongcompnum,clustering,eigencentrality
160,ARN,,Stockholm,SWEDEN,Stockholm Arlanda Airport,59.651939,17.91861,99,144,243,2002,2727,4729,3,0.524865,0.565225,6906.571466,7,0,724,0.247718,0.744287
161,BRN,,Bern,SWITZERLAND,Bern Airport,46.914101,7.497153,15,17,32,65,71,136,4,0.387934,0.411174,267.360339,0,0,724,0.404412,0.109808
162,GVA,,Geneva,SWITZERLAND,Geneva International Airport,46.23806,6.10895,91,113,204,1434,1557,2991,3,0.511053,0.546001,939.145179,0,0,724,0.376339,0.716292
163,ACH,,St. Gallen,SWITZERLAND,St. Gallen Altenrhein Airport,47.485031,9.560775,1,0,1,18,0,18,0,0,0,0,0,0,407,0,0.011718
164,TPE,,Taipei,TAIWAN,Taiwan Taoyuan International Airport,25.07773,121.232803,10,0,10,65,0,65,0,0,0,0,0,0,129,0.877778,0.101605
165,BKK,,Bangkok,THAILAND,Bangkok Suvarnabhumi Airport,13.6811,100.7472,23,0,23,226,0,226,0,0,0,0,0,0,67,0.725296,0.209484
166,DJE,,Djerba,TUNISIA,Djerba Zarzis International Airport,33.875031,10.77546,29,0,29,114,0,114,0,0,0,0,5,0,107,0.600985,0.244916
167,MIR,,Monastir,TUNISIA,Monastir Habib Bourguiba International Airport,35.758049,10.75472,31,0,31,87,0,87,0,0,0,0,5,0,105,0.531183,0.254154
168,TUN,,Tunis,TUNISIA,Tunis Carthage International Airport,36.851028,10.22721,35,0,35,334,0,334,0,0,0,0,5,0,106,0.779832,0.330165
169,ESB,,Ankara,TURKEY,Ankara Esenboga International Airport,40.128078,32.995079,22,60,82,769,1274,2043,4,0.431556,0.468847,1026.216455,2,0,724,0.119774,0.146859
170,AYT,,Antalya,TURKEY,Antalya Airport,36.898731,30.800461,86,132,218,1317,1646,2963,4,0.501809,0.546601,6361.503213,2,0,724,0.140414,0.547424
171,ADB,,Izmir,TURKEY,Izmir Adnan Menderes International Airport,38.292389,27.15695,31,52,83,727,877,1604,4,0.443379,0.475541,595.91953,2,0,724,0.261611,0.272721
172,DNK,,Dnipropetrovsk,UKRAINE,Dnipropetrovsk International Airport,48.35722,35.100552,3,0,3,31,0,31,0,0,0,0,0,0,65,1,0.024779
173,LWO,,Lviv,UKRAINE,Lviv Danylo Halytskyi International Airport,49.8125,23.95611,23,0,23,119,0,119,0,0,0,0,0,0,59,0.567194,0.177228
174,ODS,,Odessa,UKRAINE,Odessa International Airport,46.426762,30.67646,12,14,26,110,131,241,4,0.388867,0.410745,7.791618,2,0,724,0.598901,0.07815
175,BHX,,Birmingham,UNITED KINGDOM,Birmingham Airport,52.45385,-1.74802,86,112,198,1051,1156,2207,3,0.470902,0.517851,1597.102323,4,0,724,0.252333,0.627189
176,BRS,,Bristol,UNITED KINGDOM,Bristol Airport,51.38266,-2.71908,86,103,189,719,767,1486,3,0.461064,0.507209,1004.149599,8,0,724,0.315534,0.656027
177,EDI,,Edinburgh,UNITED KINGDOM,Edinburgh Airport,55.950001,-3.3725,110,130,240,1228,1393,2621,3,0.49846,0.543598,2435.580352,4,0,724,0.31932,0.803361
178,SEN,,Southend,UNITED KINGDOM,London Southend Airport,51.571381,0.695556,24,26,50,176,188,364,4,0.411092,0.43735,83.251067,4,0,724,0.483077,0.202404
179,MAN,,Manchester,UNITED KINGDOM,Manchester Airport,53.353741,-2.27495,117,180,297,1769,2201,3970,3,0.509711,0.568143,3528.138284,4,0,724,0.185697,0.818139
180,ORD,,Chicago,UNITED STATES,Chicago O'Hare International Airport,41.978142,-87.9058,28,0,28,377,0,377,0,0,0,0,4,0,32,0.829365,0.281857
181,LAX,,Los Angeles,UNITED STATES,Los Angeles International Airport,33.94252,-118.406998,22,0,22,255,0,255,0,0,0,0,4,0,26,0.857143,0.228631
182,MIA,,Miami,UNITED STATES,Miami International Airport,25.793249,-80.290497,19,0,19,174,0,174,0,0,0,0,4,0,25,0.97076,0.209154
183,JFK,,New York,UNITED STATES,New York John F. Kennedy International Airport,40.639751,-73.7789,42,0,42,818,0,818,0,0,0,0,4,0,21,0.745064,0.390788
184,EWR,,New York,UNITED STATES,New York Newark Liberty International Airport,40.692501,-74.168602,32,0,32,415,0,415,0,0,0,0,4,0,0,0.823589,0.328752
185,IAD,,Washington,UNITED STATES,Washington Dulles International Airport,38.947441,-77.4599,17,0,17,246,0,246,0,0,0,0,4,0,12,0.955882,0.186576
215,GYD,,Baku,AZERBAIJAN,Baku Heydar Aliyev International Airport,40.467499,50.046661,28,71,99,269,506,775,4,0.459536,0.495966,641.744963,2,0,724,0.165594,0.180956
186,KBL,,Kabul,AFGHANISTAN,Kabul International Airport,34.565842,69.21241,4,0,4,23,0,23,0,0,0,0,2,0,423,0.833333,0.015901
188,KVD,,Ganja,AZERBAIJAN,Ganja International Airport,40.737778,46.317501,4,0,4,14,0,14,0,0,0,0,3,0,422,0.833333,0.01653
189,DAC,,Dhaka,BANGLADESH,Dhaka Shahjalal International Airport,23.84333,90.397781,3,0,3,11,0,11,0,0,0,0,2,0,421,1,0.013762
191,URC,,Urumqi,CHINA,Urumqi Diwopu International Airport,43.907101,87.474243,5,0,5,28,0,28,0,0,0,0,3,0,420,1,0.016346
192,CGO,,Zhengzhou,CHINA,Zhengzhou Xinzheng International Airport,34.519669,113.840797,5,0,5,21,0,21,0,0,0,0,2,0,419,0.7,0.025002
493,BLR,,Bengaluru,INDIA,Bengaluru Kempegowda International Airport,13.198889,77.705559,5,0,5,36,0,36,0,0,0,0,4,0,418,1,0.051171
193,NJF,,Najaf,IRAQ,Al Najaf International Airport,31.991667,44.404167,3,0,3,10,0,10,0,0,0,0,2,0,369,0.666667,0.024155
194,BGW,,Baghdad,IRAQ,Baghdad International Airport,33.262501,44.234444,13,0,13,116,0,116,0,0,0,0,2,0,368,0.666667,0.098752
195,BSR,,Basra,IRAQ,Basra International Airport,30.549061,47.66214,2,0,2,14,0,14,0,0,0,0,2,0,417,1,0.012502
197,KMQ,,Komatsu,JAPAN,Komatsu Airport,36.394611,136.406494,2,0,2,5,0,5,0,0,0,0,2,0,416,1,0.009897
198,KIX,,Osaka,JAPAN,Osaka Kansai International Airport,34.427299,135.244003,6,0,6,36,0,36,0,0,0,0,0,0,302,0.933333,0.061405
199,ALA,,Almaty,KAZAKHSTAN,Almaty International Airport,43.35207,77.040497,13,49,62,269,577,846,4,0.417096,0.451768,838.78152,3,0,724,0.107755,0.082231
200,GUW,,Atyrau,KAZAKHSTAN,Atyrau Airport,47.121941,51.821381,8,0,8,57,0,57,0,0,0,0,3,0,276,0.892857,0.053203
201,NBO,,Nairobi,KENYA,Nairobi Jomo Kenyatta International Airport,-1.31924,36.927769,7,0,7,63,0,63,0,0,0,0,4,0,297,0.952381,0.072249
202,KWI,,Kuwait City,KUWAIT,Kuwait International Airport,29.226561,47.968922,12,0,12,142,0,142,0,0,0,0,2,0,296,0.734848,0.099972
203,FRU,,Bishkek,KYRGYZSTAN,Bishkek Manas International Airport,43.061298,74.477547,9,0,9,90,0,90,0,0,0,0,3,0,264,0.736111,0.042173
204,KUL,,Kuala Lumpur,MALAYSIA,Kuala Lumpur International Airport,2.745578,101.7099,5,0,5,44,0,44,0,0,0,0,4,0,263,0.8,0.036613
205,MST,,Maastricht,NETHERLANDS,Maastricht Aachen Airport,50.911652,5.770144,17,22,39,44,65,109,4,0.395681,0.420014,70.788663,2,0,724,0.126154,0.11316
206,KZN,,Kazan,RUSSIA,Kazan International Airport,55.606178,49.278721,21,0,21,242,0,242,0,0,0,0,3,0,197,0.62381,0.122044
207,ZIA,,Moscow,RUSSIA,Moscow Zhukovsky Airport,55.553333,38.151669,5,0,5,37,0,37,0,0,0,0,2,0,249,0.8,0.030622
208,SGC,,Surgut,RUSSIA,Surgut International Airport,61.343689,73.40184,6,0,6,79,0,79,0,0,0,0,3,0,147,0.933333,0.028271
209,UFA,,Ufa,RUSSIA,Ufa International Airport,54.55751,55.874409,13,0,13,192,0,192,0,0,0,0,3,0,145,0.647436,0.074164
210,SIN,,Singapore,SINGAPORE,Singapore Changi Airport,1.350189,103.9944,21,0,21,219,0,219,0,0,0,0,4,0,165,0.866667,0.215841
211,IEV,,Kiev,UKRAINE,Kiev Zhuliany Airport,50.401691,30.44969,29,36,65,160,206,366,4,0.403239,0.432801,156.208853,2,0,724,0.295238,0.19163
212,AUH,,Abu Dhabi,UNITED ARAB EMIRATES,Abu Dhabi International Airport,24.43297,54.651131,26,0,26,272,0,272,0,0,0,0,4,0,57,0.72,0.234641
214,TAS,,Tashkent,UZBEKISTAN,Tashkent International Airport,41.257858,69.281181,16,0,16,109,0,109,0,0,0,0,3,0,11,0.720833,0.098097
216,CRL,,Brussels,BELGIUM,Brussels South Charleroi Airport,50.459999,4.452778,83,104,187,490,573,1063,4,0.437387,0.488157,1903.571238,8,0,724,0.176374,0.502127
218,BUS,,Batumi,GEORGIA,Batumi International Airport,41.610271,41.599689,5,0,5,35,0,35,0,0,0,0,2,0,415,0.7,0.025242
219,KGD,,Kaliningrad,RUSSIA,Kaliningrad Khrabrovo Airport,54.890049,20.59263,11,0,11,223,0,223,0,0,0,0,3,0,198,0.709091,0.074523
220,GOJ,,Nizhny Novgorod,RUSSIA,Nizhny Novgorod International Airport,56.23011,43.784039,9,0,9,127,0,127,0,0,0,0,3,0,185,0.708333,0.046023
221,HRK,,Kharkiv,UKRAINE,Kharkiv International Airport,49.924782,36.289982,8,0,8,63,0,63,0,0,0,0,0,0,63,0.482143,0.053273
222,OZH,,Zaporizhia,UKRAINE,Zaporizhia International Airport,47.867001,35.315689,6,0,6,46,0,46,0,0,0,0,2,0,58,0.5,0.035332
358,ANR,,Antwerp,BELGIUM,Antwerp International Airport,51.189442,4.460278,13,14,27,78,79,157,4,0.382434,0.403536,10.004608,4,0,724,0.521978,0.102056
223,NDR,,Nador,MOROCCO,Nador International Airport,34.988888,-3.028333,13,0,13,45,0,45,0,0,0,0,8,0,314,0.352564,0.094083
224,ALC,,Alicante,SPAIN,Alicante Airport,38.282162,-0.55815,104,117,221,1036,1099,2135,3,0.495408,0.537075,4364.054414,8,0,724,0.272473,0.681567
225,MJV,,Murcia,SPAIN,Murcia San Javier Airport,37.774971,-0.81238,19,20,39,106,111,217,4,0.403742,0.429025,48.295329,8,0,724,0.263158,0.152621
226,LCY,,London,UNITED KINGDOM,London City Airport,51.505268,0.055278,29,34,63,910,945,1855,4,0.415846,0.445074,242.980189,4,0,724,0.368093,0.213315
227,LAD,,Luanda,ANGOLA,Luanda Quatro de Fevereiro Airport,-8.85837,13.23117,7,0,7,43,0,43,0,0,0,0,5,0,481,0.97619,0.078053
228,OUA,,Ouagadougou,BURKINA FASO,Ouagadougou Airport,12.35319,-1.51241,4,0,4,12,0,12,0,0,0,0,0,0,480,0.833333,0.04176
229,BJM,,Bujumbura,BURUNDI,Bujumbura International Airport,-3.32401,29.31851,1,0,1,1,0,1,0,0,0,0,0,0,479,0,0.012125
230,DLA,,Douala,CAMEROON,Douala International Airport,4.006081,9.719481,4,0,4,20,0,20,0,0,0,0,0,0,478,0.833333,0.04176
231,YUL,,Montreal,CANADA,Montreal Pierre Elliott Trudeau Airport,45.470551,-73.740799,26,0,26,157,0,157,0,0,0,0,0,0,432,0.903077,0.262543
232,BVC,,Boa Vista,CAPE VERDE,Boa Vista Rabil Airport,16.13653,-22.8888,16,0,16,28,0,28,0,0,0,0,1,0,469,0.6875,0.159133
233,SZX,,Shenzhen,CHINA,Shenzhen Bao'an International Airport,22.63925,113.8106,4,0,4,11,0,11,0,0,0,0,0,0,477,1,0.044963
234,TSN,,Tianjin,CHINA,Tianjin Binhai International Airport,39.124352,117.3461,8,0,8,65,0,65,0,0,0,0,0,0,476,0.625,0.073193
235,ABJ,,Abidjan,COTE D'IVOIRE (IVORY COAST),Abidjan Port Bouet Airport,5.261386,-3.92629,5,0,5,19,0,19,0,0,0,0,0,0,475,0.6,0.048757
236,BWK,,Bol,CROATIA,Bol Brac Airport,43.285702,16.679701,5,0,5,7,0,7,0,0,0,0,0,0,428,0.4,0.026871
237,ZAD,,Zadar,CROATIA,Zadar Airport,44.108261,15.34669,25,25,50,73,73,146,4,0.404246,0.430827,81.860891,0,0,724,0.363077,0.200024
238,VRA,,Varadero,CUBA,Varadero Juan Gualberto Gomez Airport,23.034439,-81.435204,10,0,10,19,0,19,0,0,0,0,0,0,474,0.744444,0.108548
239,PFO,,Pafos,CYPRUS,Paphos International Airport,34.718029,32.485729,41,47,88,218,230,448,4,0.432517,0.464641,188.703852,8,0,724,0.378816,0.325711
240,FIH,,Kinshasa,DEMOCRATIC REPUBLIC OF THE CONGO,Kinshasa N'Djili Airport,-4.38575,15.44456,3,0,3,13,0,13,0,0,0,0,2,0,473,1,0.034468
241,BLL,,Billund,DENMARK,Billund Airport,55.740318,9.151778,47,57,104,358,377,735,3,0.465038,0.494507,399.380844,7,0,724,0.427632,0.387291
242,PUJ,,Punta Cana,DOMINICAN REPUBLIC,Punta Cana International Airport,18.56736,-68.363403,16,0,16,57,0,57,0,0,0,0,0,0,472,0.679167,0.165484
243,SDQ,,Santo Domingo,DOMINICAN REPUBLIC,Santo Domingo Las Americas International Airport,18.429661,-69.6689,3,0,3,24,0,24,0,0,0,0,8,0,471,1,0.037272
244,RMF,,Marsa Alam,EGYPT,Marsa Alam International Airport,25.55711,34.58371,19,0,19,54,0,54,0,0,0,0,0,0,367,0.532164,0.16244
245,AJA,,Ajaccio,FRANCE,Ajaccio Napoleon Bonaparte Airport,41.923882,8.8025,21,26,47,198,200,398,4,0.40747,0.434089,64.316222,5,0,724,0.427692,0.160554
246,BIA,,Bastia,FRANCE,Bastia Poretta Airport,42.549999,9.484722,29,33,62,177,188,365,4,0.426064,0.45357,102.753054,5,0,724,0.458333,0.247502
247,BOD,,Bordeaux,FRANCE,Bordeaux Merignac Airport,44.828609,-0.71527,73,85,158,666,699,1365,3,0.475514,0.512015,459.731528,5,0,724,0.472269,0.606521
248,FSC,,Figari,FRANCE,Figari Sud-Corse Airport,41.50222,9.096667,17,21,38,102,108,210,4,0.390587,0.41495,59.051231,5,0,724,0.428571,0.11548
249,SXB,,Strasbourg,FRANCE,Strasbourg Airport,48.54361,7.637222,22,35,57,157,183,340,4,0.402237,0.432458,48.577831,5,0,724,0.377311,0.152627
250,LDE,,Tarbes,FRANCE,Tarbes-Lourdes-Pyrenees Airport,43.185551,-0.00277,7,0,7,44,0,44,0,0,0,0,5,0,470,0.5,0.062001
251,ACC,,Accra,GHANA,Accra Kotoka International Airport,5.605186,-0.16678,7,0,7,39,0,39,0,0,0,0,4,0,366,0.833333,0.072919
252,KLX,,Kalamata,GREECE,Kalamata International Airport,37.06831,22.02552,11,0,11,19,0,19,0,0,0,0,6,0,365,0.863636,0.118656
253,JMK,,Mykonos,GREECE,Mykonos Island National Airport,37.43512,25.348101,21,21,42,129,129,258,4,0.415135,0.44001,7.756777,6,0,724,0.781385,0.215799
254,MJT,,Mytilene,GREECE,Mytilene International Airport,39.05666,26.59833,8,0,8,43,0,43,0,0,0,0,6,0,364,0.875,0.0876
564,GPA,,Patras,GREECE,Patras Araxos Airport,38.151112,21.42555,6,0,6,6,0,6,0,0,0,0,0,0,325,0.8,0.060231
255,VOL,,Volos,GREECE,Volos Nea Anchialos National Airport,39.219608,22.794331,3,0,3,5,0,5,0,0,0,0,0,0,362,1,0.039211
256,ZTH,,Zakynthos,GREECE,Zakynthos International Airport,37.750851,20.884251,33,35,68,131,129,260,4,0.430408,0.45829,97.544152,8,0,724,0.443694,0.290447
257,KEF,,Reykjavik,ICELAND,Keflavik International Airport,63.985001,-22.605499,47,73,120,433,637,1070,4,0.453315,0.490817,1723.416271,4,0,724,0.290633,0.411118
258,BOM,,Mumbai,INDIA,Mumbai Chhatrapati Shivaji International Airport,19.08868,72.867912,9,0,9,129,0,129,0,0,0,0,4,0,361,1,0.105811
121,BDS,,Brindisi,ITALY,Brindisi Airport,40.657631,17.947029,23,23,46,184,184,368,4,0.403239,0.428768,16.8647,1,0,724,0.5,0.199776
259,LIN,,Milan,ITALY,Milan Linate Airport,45.445099,9.276739,35,37,72,1043,1073,2116,3,0.436404,0.464126,225.916471,1,0,724,0.533784,0.289226
261,CUN,,Cancun,MEXICO,Cancun International Airport,21.03652,-86.876999,19,0,19,65,0,65,0,0,0,0,8,0,294,0.722222,0.194013
262,TIV,,Tivat,MONTENEGRO,Tivat Airport,42.404659,18.72328,14,16,30,85,92,177,4,0.421258,0.44413,28.299774,0,0,724,0.458333,0.116231
263,AGA,,Agadir,MOROCCO,Agadir Al Massira Airport,30.324989,-9.41306,32,0,32,101,0,101,0,0,0,0,5,0,258,0.491935,0.269605
264,CMN,,Casablanca,MOROCCO,Casablanca Mohammed V International Airport,33.367458,-7.58996,44,0,44,421,0,421,0,0,0,0,5,0,217,0.688689,0.391256
265,FEZ,,Fes,MOROCCO,Fes Saiss Airport,33.927261,-4.97795,27,0,27,95,0,95,0,0,0,0,5,0,250,0.522792,0.209493
266,RBA,,Rabat,MOROCCO,Rabat-Sale Airport,34.05146,-6.75151,12,0,12,69,0,69,0,0,0,0,5,0,259,0.439394,0.093474
267,TNG,,Tangier,MOROCCO,Tangier Ibn Battouta Airport,35.72691,-5.91688,16,0,16,89,0,89,0,0,0,0,8,0,312,0.5375,0.138475
268,PDL,,Ponta Delgada,PORTUGAL,Ponta Delgada Joao Paulo II Airport,37.74118,-25.6978,12,22,34,101,217,318,4,0.401572,0.427137,643.283369,5,0,724,0.248918,0.112129
269,BCM,,Bacau,ROMANIA,Bacau International Airport,46.521938,26.910271,10,0,10,43,0,43,0,0,0,0,1,0,226,0.711111,0.091273
270,KGL,,Kigali,RWANDA,Kigali Airport,-1.96862,30.13945,3,0,3,26,0,26,0,0,0,0,2,0,360,1,0.035713
271,JED,,Jeddah,SAUDI ARABIA,Jeddah King Abdulaziz International Airport,21.67956,39.156528,20,0,20,176,0,176,0,0,0,0,2,0,102,0.676316,0.172104
272,RUH,,Riyadh,SAUDI ARABIA,Riyadh King Khalid International Airport,24.95764,46.698769,13,0,13,102,0,102,0,0,0,0,2,0,248,0.826923,0.129364
273,DSS,,Dakar,SENEGAL,Dakar Blaise Diagne International Airport,14.671111,-17.066944,12,0,12,59,0,59,0,0,0,0,5,0,252,0.80303,0.118414
274,FNA,,Freetown,SIERRA LEONE,Freetown Lungi International Airport,8.616444,-13.1954,3,0,3,12,0,12,0,0,0,0,0,0,330,1,0.038262
275,JNB,,Johannesburg,SOUTH AFRICA,Johannesburg OR Tambo International Airport,-26.139099,28.246,11,0,11,104,0,104,0,0,0,0,4,0,247,0.981818,0.125476
276,LEI,,Almeria,SPAIN,Almeria Airport,36.843929,-2.37009,25,23,48,117,115,232,4,0.414957,0.439839,26.129039,8,0,724,0.58,0.230003
277,XRY,,Jerez,SPAIN,Jerez Airport,36.744621,-6.06011,17,18,35,105,106,211,4,0.408155,0.432029,21.569047,8,0,724,0.611111,0.162262
278,SPC,,La Palma,SPAIN,La Palma Airport,28.626471,-17.7556,13,0,13,241,0,241,0,0,0,0,8,0,286,0.801282,0.137306
279,ACE,,Lanzarote,SPAIN,Lanzarote Airport,28.945459,-13.6052,61,64,125,528,534,1062,4,0.440563,0.477171,286.730347,8,0,724,0.440326,0.496517
155,MAH,,Mahon,SPAIN,Mahon Menorca Airport,39.862591,4.218647,45,49,94,294,306,600,3,0.435231,0.467216,224.54864,8,0,724,0.466063,0.383593
280,REU,,Reus,SPAIN,Reus Airport,41.147388,1.167172,23,25,48,81,83,164,4,0.3973,0.424133,26.467343,4,0,724,0.428333,0.17795
281,SCQ,,Santiago,SPAIN,Santiago de Compostela Airport,42.896332,-8.41514,29,29,58,210,210,420,4,0.422909,0.449279,29.27769,8,0,724,0.814039,0.279723
282,SVQ,,Seville,SPAIN,Seville San Pablo Airport,37.417999,-5.8931,58,65,123,489,510,999,4,0.441364,0.478287,316.865079,8,0,724,0.496154,0.483199
283,VLC,,Valencia,SPAIN,Valencia Airport,39.489311,-0.48162,68,77,145,650,698,1348,4,0.470446,0.505664,497.841447,8,0,724,0.492674,0.564273
593,JKG,,Jonkoping,SWEDEN,Jonkoping Airport,57.757591,14.06873,4,0,4,40,0,40,0,0,0,0,7,0,284,1,0.043135
284,BMA,,Stockholm,SWEDEN,Stockholm Bromma Airport,59.35437,17.94165,5,15,20,214,509,723,4,0.364353,0.38414,527.447604,7,0,724,0.085714,0.031838
285,NBE,,Enfidha,TUNISIA,Enfidha – Hammamet International Airport,36.091946,10.413889,14,0,14,32,0,32,0,0,0,0,8,0,128,0.318681,0.112384
286,BJV,,Bodrum,TURKEY,Bodrum Milas Airport,37.25061,27.66431,32,33,65,246,247,493,4,0.443177,0.468847,152.086532,2,0,724,0.5,0.264308
213,DWC,,Dubai,UNITED ARAB EMIRATES,Dubai World Central International Airport,24.88611,55.172222,28,0,28,74,0,74,0,0,0,0,0,0,56,0.599206,0.243986
287,EMA,,East Midlands,UNITED KINGDOM,East Midlands Airport,52.831108,-1.32805,62,72,134,468,495,963,3,0.436797,0.476485,553.951709,8,0,724,0.280637,0.451231
288,NCL,,Newcastle,UNITED KINGDOM,Newcastle Airport,55.037498,-1.69166,59,67,126,493,518,1011,3,0.436797,0.474768,309.230212,8,0,724,0.292402,0.417176
289,ATL,,Atlanta,UNITED STATES,Atlanta Hartsfield-Jackson International Airport,33.636719,-84.428001,18,0,18,210,0,210,0,0,0,0,4,0,1,0.797386,0.190518
290,CVG,,Cincinnati,UNITED STATES,Cincinnati Northern Kentucky International Airport,39.048828,-84.667801,4,0,4,22,0,22,0,0,0,0,0,0,328,0.666667,0.033742
291,LCK,,Columbus,UNITED STATES,Columbus Rickenbacker International Airport,39.813782,-82.927803,4,0,4,7,0,7,0,0,0,0,0,0,127,0.666667,0.037755
292,CZL,,Constantine,ALGERIA,Constantine Mohamed Boudiaf International Airport,36.27602,6.620386,9,0,9,46,0,46,0,0,0,0,5,0,453,0.611111,0.071534
293,ORN,,Oran,ALGERIA,Oran Es Senia Airport,35.623852,-0.62118,14,0,14,103,0,103,0,0,0,0,5,0,452,0.730769,0.115802
294,PDV,,Plovdiv,BULGARIA,Plovdiv Airport,42.067799,24.85083,4,0,4,10,0,10,0,0,0,0,8,0,451,0.5,0.030245
295,PUY,,Pula,CROATIA,Pula Airport,44.893532,13.92219,21,23,44,56,58,114,4,0.423647,0.447992,79.135594,0,0,724,0.371542,0.171062
296,EGC,,Bergerac,FRANCE,Bergerac Dordogne Perigord Airport,44.824429,0.520525,8,9,17,35,36,71,4,0.348779,0.370409,7.933258,8,0,724,0.041667,0.047015
297,BIQ,,Biarritz,FRANCE,Biarritz Pays Basque Airport,43.46833,-1.53111,13,13,26,120,120,240,4,0.399424,0.42173,11.132803,5,0,724,0.641026,0.109969
298,CCF,,Carcassonne,FRANCE,Carcassonne Airport,43.215809,2.308544,8,0,8,31,0,31,0,0,0,0,8,0,389,0.732143,0.073415
299,LRH,,La Rochelle,FRANCE,La Rochelle Ile de Re Airport,46.179211,-1.19523,6,0,6,22,0,22,0,0,0,0,5,0,388,0.533333,0.046921
300,MPL,,Montpellier,FRANCE,Montpellier Mediterranee Airport,43.583328,3.961389,17,23,40,180,200,380,4,0.402905,0.428253,40.631057,5,0,724,0.381423,0.118864
301,FNI,,Nimes,FRANCE,Nimes Ales Camargue Cevennes Airport,43.7575,4.416389,3,0,3,14,0,14,0,0,0,0,8,0,387,0,0.028036
302,PGF,,Perpignan,FRANCE,Perpignan Rivesaltes Airport,42.740829,2.869722,7,0,7,44,0,44,0,0,0,0,5,0,373,0.47619,0.066137
303,RDZ,,Rodez,FRANCE,Rodez Marcillac Airport,44.407501,2.483333,2,0,2,19,0,19,0,0,0,0,5,0,386,0,0.013925
304,TLN,,Toulon,FRANCE,Toulon-Hyeres Airport,43.09734,6.146031,6,6,12,74,74,148,4,0.383946,0.402077,6.111353,5,0,724,0.333333,0.042926
305,AHO,,Alghero,ITALY,Alghero Fertilia Airport,40.63213,8.290772,28,27,55,121,122,243,4,0.417814,0.444387,79.802647,1,0,724,0.498768,0.235343
306,CAG,,Cagliari,ITALY,Cagliari Elmas Airport,39.251461,9.054283,46,48,94,317,324,641,4,0.424945,0.458462,418.255692,1,0,724,0.444303,0.364976
307,CIY,,Comiso,ITALY,Comiso Airport,36.990002,14.6,10,11,21,34,34,68,4,0.391374,0.412719,8.777171,1,0,724,0.427273,0.076649
308,PSR,,Pescara,ITALY,Pescara Abruzzo International Airport,42.431648,14.18106,12,12,24,61,61,122,4,0.367108,0.385771,4.950814,1,0,724,0.5,0.077905
309,CIA,,Rome,ITALY,Rome Ciampino Airport,41.799358,12.59493,46,52,98,359,379,738,4,0.414426,0.449365,217.867465,8,0,724,0.35181,0.313076
310,ESU,,Essaouira,MOROCCO,Essaouira Airport,31.397499,-9.681667,3,0,3,8,0,8,0,0,0,0,5,0,344,0,0.02363
311,OUD,,Oujda,MOROCCO,Oujda Angads Airport,34.787151,-1.92398,7,0,7,35,0,35,0,0,0,0,5,0,313,0.238095,0.04311
312,WMI,,Warsaw,POLAND,Warsaw Modlin Airport,52.451111,20.651667,48,49,97,204,206,410,4,0.414072,0.448249,186.794314,8,0,724,0.467262,0.348605
313,WRO,,Wroclaw,POLAND,Wroclaw Copernicus Airport,51.10268,16.88583,51,56,107,261,273,534,3,0.435621,0.469962,191.475186,0,0,724,0.428896,0.398816
314,CLJ,,Cluj-Napoca,ROMANIA,Cluj-Napoca International Airport,46.785091,23.68611,38,40,78,234,242,476,3,0.43079,0.460179,119.489821,0,0,724,0.488415,0.297527
315,TSR,,Timisoara,ROMANIA,Timisoara Traian Vuia International Airport,45.80986,21.33786,21,24,45,142,146,288,4,0.400412,0.426365,30.14076,0,0,724,0.543333,0.15663
316,BTS,,Bratislava,SLOVAKIA,Bratislava M. R. Stefanik Airport,48.170158,17.21266,31,37,68,114,132,246,4,0.416024,0.446361,260.841775,8,0,724,0.340841,0.225171
317,SDR,,Santander,SPAIN,Santander Airport,43.427059,-3.82,17,18,35,102,103,205,4,0.392323,0.416066,5.347343,8,0,724,0.74183,0.158502
318,NYO,,Stockholm,SWEDEN,Stockholm Skavsta Airport,58.788631,16.91218,36,40,76,160,167,327,4,0.390744,0.421215,154.46559,8,0,724,0.336538,0.234193
319,GLA,,Glasgow,UNITED KINGDOM,Glasgow International Airport,55.871941,-4.43305,69,97,166,807,1012,1819,4,0.456512,0.501716,2137.435749,4,0,724,0.260846,0.531903
320,GRU,,Sao Paulo,BRAZIL,Sao Paulo Guarulhos International Airport,-23.431999,-46.469501,15,0,15,166,0,166,0,0,0,0,5,0,436,0.895238,0.155374
321,BGF,,Bangui,CENTRAL AFRICAN REPUBLIC,Bangui Airport,4.398475,18.51878,2,0,2,4,0,4,0,0,0,0,0,0,435,0.5,0.018085
322,CAN,,Guangzhou,CHINA,Guangzhou Baiyun International Airport,23.392429,113.298698,9,0,9,84,0,84,0,0,0,0,4,0,434,0.736111,0.081801
323,PNR,,Pointe Noire,CONGO,Pointe Noire Airport,-4.81602,11.88659,2,0,2,7,0,7,0,0,0,0,0,0,433,0.5,0.018085
603,BRQ,,Brno,CZECH REPUBLIC,Brno Turany Airport,49.15126,16.694429,4,5,9,26,30,56,4,0.372602,0.38989,0.391438,0,0,724,0.533333,0.041091
427,TKU,,Turku,FINLAND,Turku Airport,60.514141,22.2628,6,7,13,72,84,156,4,0.364489,0.379849,3.397579,7,0,724,0.714286,0.045714
